Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2017-0336-USA,2017,0336,Natural,Meteorological,Storm,Convective storm,Tornado,,Affected,United States of America (the),USA,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",,Flood,Hail,,,,,,Kph,,,,,2017,8,5,2017,8,8,,30,600,,630,,200000,200000,95.87816577
2017-0010-UKR,2017,0010,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,Kill,Ukraine,UKR,Eastern Europe,Europe,Eastern Ukraine,,Snow/ice,Cold wave,,,,,,°C,,,,,2017,1,,2017,1,13,37,,,,,,,,95.87816577
2017-0542-USA,2017,0542,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",,Transport accident,Cold wave,,,Yes,,,Kph,,,,,2017,12,31,2018,1,5,22,,,,,,750000,1100000,95.87816577
2017-0178-ZAF,2017,0178,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,South Africa,ZAF,Southern Africa,Africa,"Kraaifontein, Lavender Hill, Strand, Kalkfontein, Delft, Mfuleni, Mandalay, Hout Bay, Kraaifontein (Cape Town), Rheenendal, Welbedacht, Knysna, Pacaltsdorp, Mossel Bay, George to Plettenberg bay (Eden), Welbedacht (Cape Winelands)",,Fire,Flood,,,,,,Kph,,,,,2017,6,7,2017,6,8,9,,6918,,6918,,145000,283000,95.87816577
2017-0062-USA,2017,0062,Natural,Meteorological,Storm,Convective storm,,,Declar,United States of America (the),USA,Northern America,Americas,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2017,2,16,2017,2,21,5,,200000,,200000,,200000,1500000,95.87816577
2017-0091-ZWE,2017,0091,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Ex-Dineo',Affected,Zimbabwe,ZWE,Eastern Africa,Africa,"Chitungwiza (Harare), Makoni, Nyanga (Manicaland), Bindura, Centenary, Mazowe, Rushinga, Shamva, Mbire (Mashonaland Central), Goromonzi, Hwedza, Mudzi, Murehwa, Seke, Uzumba-Maramba-Pfungwe, Chikomba (Mashonaland East), Chegutu, Kadoma, Makonde, Kariba (Mashonaland West), Gutu, Zaka, Chiredzi, Mwenezi, Chivi (Masvingo), Tsholotsho, Bubi, Chipinge, Umguza (Matabeleland North), Matobo, Bulilima, Gwanda, Mangwe, Insiza (Matabeleland South), Chirumhanzu, Gweru, Kwekwe, Shurugwi, Zvishavane, Gokwe, Mberengwa (Midlands)",Torrential rains,"Slide (land, mud, snow, rock)",Flood,,Yes,Yes,,,Kph,,,,,2017,1,,2017,3,,251,128,100000,12895,113023,,,189000,95.87816577
2017-0566-TUR,2017,0566,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Affected,Turkey,TUR,Western Asia,Asia,Istanbul,,Hail,Flood,,,,,,Kph,,,,,2017,7,27,2017,7,27,,,270,,270,,300000,600000,95.87816577
2017-0234-USA,2017,0234,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Waiting,United States of America (the),USA,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",,Hail,Flood,,,,,170,Kph,,,,,2017,6,25,2017,6,29,,,,,,,1100000,1400000,95.87816577
2017-0564-USA,2017,0564,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas – Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",,Hail,Flood,,,,,175,Kph,,,,,2017,3,25,2017,3,28,1,,,,,,2000000,2700000,95.87816577
2017-0362-USA,2017,0362,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Harvey,Affected,United States of America (the),USA,Northern America,Americas,"Eastern Texas (Rockport, Corpus Chrsti, Port Lavaca, Cypress area of Houston, Houston metro area, Beaumont, Port Arthur, Angelina, Aransas, Atascosa, Austin, Bastrop, Bee, Bexar, Brazoria, Brazos, Burleson, Caldwell, Calhoun, Cameron, Chambers, Colorado, Comal, DeWitt, Fayette, Fort Bend, Galveston, Goliad, Gonzales, Grimes, Guadalupe, Hardin, Harris, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kerr, Kleberg, Lavaca, Lee, Leon, Liberty, Live Oak, Madison, Matagorda, Montgomery, Newton, Nueces, Orange, Polk, Refugio, Sabine, San Jacinto, San Patricio, Trinity, Tyler, Victoria, Walker, Waller, Washington, Wharton, Willacy, Wilson, San Augustine), Southwestern Louisiana (Acadia, Forrest, Iberia, Lafayette, Vernon, Beauregard, Calcasieu, Cameron (Hackberry), Jefferson Davis, Vermillion, Allen, Natchitoches, Rapides, Sabine)",,Flood,Oil spill,,,Yes,,215,Kph,,,,"Sabine River, Brazos River, Navidad River, San Bernard River, San Jacinto River, Trinity River, Clear Creek, Cypress Creek, Davidson Creek, Lake Creek, Menard Creek, Peach Creek, and Buffalo Bayou while the Colorado River, Guadalupe River, Lavaca River, Tres Palacios River, Bedias Creek, Caney Creek, Garcitas Creek, Sandies Creek, Sandy Creek, Spring Creek, Brays Bayou, White Oak Bayou, Greens Bayou",2017,8,25,2017,8,29,88,24,555000,27000,582024,,30000000,95000000,95.87816577
2017-0070-USA,2017,0070,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",,Hail,Lightening,,,,,,Kph,,,,,2017,2,27,2017,3,2,4,12,600,,612,,1400000,1900000,95.87816577
2017-0169-TWN,2017,0169,Natural,Hydrological,Flood,Riverine flood,,,Affected,Taiwan (Province of China),TWN,Eastern Asia,Asia,"New Taipei City (Bali, Shimen Districts), Yunlin County, Taichung City, Changhua County, Nantou County, and Chiayi County; Kaohsiung City, Nantou County, Chiayi County, Tainan City",Mei-Yu rain band,"Slide (land, mud, snow, rock)",,,,,,16446,Km2,24.302,121.216,,,2017,5,31,2017,6,5,5,35,4000,39,4074,,,28100,95.87816577
2017-0337-VNM,2017,0337,Natural,Hydrological,Flood,Flash flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Yen Bai (Mu Cang Chai district), Son La (Muong La), Bac Kan, Lai Chau (Nam-Ho Dien Bien district), Dien Bien",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Da river,2017,8,3,2017,8,3,39,21,3000,1140,4161,,,88000,95.87816577
2017-0259-VNM,2017,0259,Natural,Hydrological,Flood,,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Giang, Lao Cai, Dien Bien, Yen Bai (Mu Cang Chai district), Tuyen Quang, Thai Nguyen, Lai Chau, Bac Kan, Cao Bang (Hoa An district), Binh Thuan, An Giang, Cà Mau (Nam Can, Ngoc Hien and Dam Doi districts) Provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2017,6,27,2017,7,5,1,4,4100,,4104,,,355,95.87816577
2017-0270-VNM,2017,0270,Natural,Hydrological,Flood,,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Thai Nguyen, Ha Giang, Dien Bien, Hoa Binh, Cao Bang",Heavy rainfall,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2017,7,7,2017,7,10,14,,400,,400,,,1300,95.87816577
2017-0428-VNM,2017,0428,Natural,Hydrological,Flood,,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hoa, Nghe An, Ha Tinh, Hoa Binh, Yen Bai (V?n Tr?n, Tr?m T?u districts, Ngh?a L? Town), Son La, Quang Tri, Ha Noi (Nam Hai, Chong My), Phu Tho, Ha Nam",Tropical Depression 23W,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Mã, La, Ngàn Sâu, and Ngàn Ph? Rivers",2017,10,8,2017,10,16,75,38,40000,,40038,,,88000,95.87816577
2017-0280-TUR,2017,0280,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Turkey,TUR,Western Asia,Asia,Bodrum,,Tsunami/Tidal wave,,,,,,7,Richter,,,01:31,,2017,7,21,2017,7,21,,360,,,360,,,,95.87816577
2017-0465-THA,2017,0465,Natural,Hydrological,Flood,,,,Kill,Thailand,THA,South-Eastern Asia,Asia,"Central plains provinces- Bangkok, Chai Nat, Pathum Thani, Lop Buri, Kamphaeng Phet, Sing Buri, Ang Thong, Ayutthaya, Nakhon Sawan, Tak, and Pichit, Khon Kaen, Sukhothai, Uthai Thani, Suphan Buri, Nong Bua Lam Phu, Maha Sarakham, Kalasin, Roi Et, Ubon Ratchathani provinces",,Broken Dam/Burst bank,,,,,,101670,Km2,14.594,100.679,,"Yom, Nan, Chao Phraya, Tha Chin, Chi and Mun rivers",2017,10,10,2017,11,8,9,,605000,,605000,,,1400,95.87816577
2017-0203-USA,2017,0203,Natural,Meteorological,Storm,Convective storm,Hail,,SigDam,United States of America (the),USA,Northern America,Americas,"Colorado, New Mexico, Texas, Oklahoma",,Hail,,,,,,130,Kph,,,,,2017,5,8,2017,5,11,,,,,,,2500000,3100000,95.87816577
2017-0563-USA,2017,0563,Natural,Meteorological,Storm,Convective storm,Hail,,Affected,United States of America (the),USA,Northern America,Americas,"Missouri (Oak Grove in Jackson County, Clay and Clinton (Trimble, Plattsburg, Lathrop) counties), Iowa (Centerville in Appanoose county, Muscatine), Minnesota (Sherburne, Freeborn counties, Lake Ann in Carver county), Kansas (Wabaunsee, Pottawatomie and Butler counties), Wisconsin, Arkansas, Oklahoma, Illinois, Mississipi, Michigan, New-York, Pennsylvania, Massachussets, Ohio, Nebraska, Indiana",,Hail,,,,,,130,Kph,,,,,2017,3,6,2017,3,9,2,15,600,,615,,2000000,2200000,95.87816577
2017-0253-USA,2017,0253,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,SigDam,United States of America (the),USA,Northern America,Americas,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)",,Hail,,,,,,135,Kph,,,,,2017,6,9,2017,6,12,,,,,,,1500000,2000000,95.87816577
2017-0512-USA,2017,0512,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Declar,United States of America (the),USA,Northern America,Americas,"Missouri, Indiana (Bedford in Lawrence, Muncie in Delaware, Salem in Washington, Blackford, Jay), Ohio (Celina in Mercer, Williamsfield in Ashtabula, Clyde in Sandusky, Bloomingville in Erie , Republic, West Lodi in Seneca, Galion in Crawford, Steuben, Norwalk, Fitchville, Wakeman in Huron, Nova and Hayesville in Ashland, South Vienna in Wayne, Calcutta in Columbiana, Clark), Pennsylvania (Erie in Erie), Illinois (Noble in Richland)",,Hail,,,,Yes,,,Kph,,,,,2017,11,5,2017,11,6,,8,,,8,,200000,260000,95.87816577
2017-0329-TUN,2017,0329,Natural,Climatological,Wildfire,Forest fire,,,Waiting,Tunisia,TUN,Northern Africa,Africa,"Jendouba Governorate (Ain Draham, Fernana), Bizerte (Sejnane and Ghezala)",,Heat wave,,,,,,,Km2,,,,,2017,7,29,2017,8,7,,,2000,,2000,,,,95.87816577
2017-0326-TWN,2017,0326,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Nesat & Haitang,Affected,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Kaohsiung City, New Taipei City",,Flood,,,,,,150,Kph,,,,,2017,7,29,2017,7,31,1,131,,,131,,,17200,95.87816577
2017-0381-USA,2017,0381,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Irma',Affected,United States of America (the),USA,Northern America,Americas,"Keys islands, Monroe, South Florida, Jacksonville (Duval), Marco Island, Naples (Collier), Fort Lauderdale (Broward), Lakeland (Polk), Orlando (Orange), Clay (Florida), Savannah, Tybee Island (Chatham), Brunswick, St. Simons Island (Glynn), McIntosh, Camden (Georgia), Charleston, Folly Beach, the Isle of Palms, Sullivan’s Island (Charleston) Hilton Head, Beaufort, Edisto Beach (Colleton) (South Carolina)",,Flood,,,,,,300,Kph,,,,,2017,9,10,2017,9,28,58,,,70000,70000,,29000000,57000000,95.87816577
2017-0381-VIR,2017,0381,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Irma',Affected,Virgin Island (U.S.),VIR,Caribbean,Americas,"St. John, St. Thomas, most of St. Croix",,Flood,,,,Yes,,,Kph,,,,,2017,9,7,2017,9,7,4,,,,,,,,95.87816577
2017-0422-VNM,2017,0422,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Damrey' / 'Ramil',Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Khanh Hoa, Phu Yên, Binh Dinh, Dak Lak, Gia Lai, Dak Nông, Lâm Dông, Quang Nam, Quang Ngai, Kon Tum",,Flood,,,,,,130,Kph,,,,,2017,11,4,2017,11,5,123,,4330000,,4330000,,,1000000,95.87816577
2017-0462-ZAF,2017,0462,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Kill,South Africa,ZAF,Southern Africa,Africa,"Durban (Bluff, Jacobs, Montclair, Glenwood, Umlazi, Merebank, Isipingo), Johannesburg, Ekurhuleni (East Rand), West Rand District Municipality (Orient Hills, Krugersdorp), Nquthu (Umzinyathi)",,Flood,,,,,,,Kph,,,,,2017,10,9,2017,10,10,11,18,,500,518,,140000,320000,95.87816577
2017-0381-BLM,2017,0381,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Irma',Affected,Saint Barthélemy,BLM,Caribbean,Americas,,,Flood,,,,,,,Kph,,,,,2017,9,8,2017,9,9,4,,,,,,1048800,,95.87816577
2017-0010-SRB,2017,0010,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,Kill,Serbia,SRB,Southern Europe,Europe,Belgrade,,Snow/ice,,,,,,,°C,,,,,2017,1,20,2017,1,20,6,,,,,,,,95.87816577
2017-0034-TJK,2017,0034,Natural,Hydrological,Landslide,Avalanche,,,Waiting,Tajikistan,TJK,Central Asia,Asia,"Pamir region. Road between Douchanbe (Tadshikistan territories) and Khodjent (Sogd), Gorno-Badakhshan region (East)",,,,,,,,,,,,,,2017,1,27,2017,1,28,13,,,,,,,,95.87816577
2017-0448-TJK,2017,0448,Natural,Biological,Epidemic,Viral disease,,Measles,Affected,Tajikistan,TJK,Central Asia,Asia,"Rudaki district, Dushanbe, Khatlon oblast",,,,,,,,,Vaccinated,,,,,2017,4,,2017,5,,,,,,,,,,95.87816577
2017-0205-TZA,2017,0205,Natural,Hydrological,Flood,Riverine flood,,,Kill,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Tanga,Heavy rainfall,,,,,,,,Km2,,,,,2017,5,8,2017,5,16,7,,,,,194000,,,95.87816577
2017-0395-UGA,2017,0395,Natural,Hydrological,Flood,Flash flood,,,Kill,Uganda,UGA,Eastern Africa,Africa,"Rubanda district, Nfasha, Rukungiri district",Torrential rains,,,,,,,,Km2,,,,,2017,9,20,2017,9,27,17,14,,,14,,,,95.87816577
2017-0447-UGA,2017,0447,Natural,Biological,Epidemic,Viral disease,,Marburg,Waiting,Uganda,UGA,Eastern Africa,Africa,"Kween, Kapachorwa, Bukwo districts",,,,,,Yes,,,Vaccinated,,,,,2017,9,16,2017,11,4,3,,,,,,,,95.87816577
2017-0195-URY,2017,0195,Natural,Hydrological,Flood,Riverine flood,,,Waiting,Uruguay,URY,South America,Americas,"Salto, Paysandú, Artigas, Río Negro",Heavy rains,,,,,,,87428,Km2,-31.888,-57.432,,Uruguay River,2017,5,29,2017,6,14,,,6639,,6639,,,,95.87816577
2017-0108-USA,2017,0108,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,United States of America (the),USA,Northern America,Americas,"South Carolina, Georgia",,,,,,,,,Kph,,,,,2017,3,13,2017,3,15,11,12,,,12,,,1000000,95.87816577
2017-0022-USA,2017,0022,Natural,Meteorological,Storm,Convective storm,Severe storm,,Kill,United States of America (the),USA,Northern America,Americas,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states",,,,,,Yes,,,Kph,,,,,2017,1,18,2017,1,23,24,200,,,200,,800000,1100000,95.87816577
2017-0282-USA,2017,0282,Natural,Hydrological,Flood,Flash flood,,,Kill,United States of America (the),USA,Northern America,Americas,"Ellison Creek (Water wheel) Tonto National Forest (Gila, Arizona)",Thunderstorm,,,,,,,,Km2,34.349,-111.264,,Ellison Creek,2017,7,15,2017,7,15,10,,,,,,,,95.87816577
2017-0058-USA,2017,0058,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,San Jose (North California),Heavy rains,,,,,,,,Km2,,,,,2017,2,22,2017,2,22,,,300,,300,,,,95.87816577
2017-0383-USA,2017,0383,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Maria',Affected,United States of America (the),USA,Northern America,Americas,"Jersey shore, Seaside Park, Point Pleasant Beach (Ocean), Long Branch (Monmouth) (New Jersey), Fernandina beach (Nassau-Florida)",,,,,,,,,Kph,,,,,2017,9,26,2017,9,27,4,,,,,,,,95.87816577
2017-0410-USA,2017,0410,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression'16/Hurricane 'Nate',Kill,United States of America (the),USA,Northern America,Americas,"Mexico Gulf, Louisiania, Mississippi (coastal areas, Biloxi), Alabama (Dauphin Island, Autauga, Chilton, Lowndes Counties), Florida, South Carolina (Pickens, Laurens, Spartanburg, Newberry, Greenville, Union), North Carolina (Polk, Wilkes, Ashe )",,,,,,,,140,Kph,,,,,2017,10,7,2017,10,8,,,60,,60,,,250000,95.87816577
2017-0252-USA,2017,0252,Natural,Climatological,Wildfire,Forest fire,,"Wall Fire, Alamo Fire, Whittier Fire",Declar,United States of America (the),USA,Northern America,Americas,"Butte (Oroville), San Luis Obispo, Santa Barbara (California)",Weather,,,,,Yes,,190,Km2,,,,,2017,7,6,2017,7,10,,,9,147,156,,,,95.87816577
2017-0434-USA,2017,0434,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,"Tubbs, Atlas, Nuns Fires",Kill,United States of America (the),USA,Northern America,Americas,"Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)",,,,,,,,,Km2,,,,,2017,10,8,2017,10,20,30,185,,9000,9185,,9600000,13000000,95.87816577
2017-9550-USA,2017,9550,Natural,Climatological,Drought,Drought,,,SigDam,United States of America (the),USA,Northern America,Americas,"Upper Midwest, Northern Rockies and parts of the West",,,,,,,,,Km2,,,,,2017,3,,2017,9,,,,,,,,1900000,2500000,95.87816577
2017-0511-USA,2017,0511,Natural,Climatological,Wildfire,,,'Thomas',Affected,United States of America (the),USA,Northern America,Americas,"Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)","Droght, winds",,,,,Yes,,1102,Km2,,,,,2017,12,4,2017,12,31,2,2,,2961,2963,,1700000,2200000,95.87816577
2017-0381-VGB,2017,0381,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Irma',Affected,Virgin Island (British),VGB,Caribbean,Americas,"Anagoda, Tortola, Necker Island (Virgin Gorda)",,,,,,Yes,,,Kph,,,,,2017,9,8,2017,9,9,9,,,,,,,3000000,95.87816577
2017-0383-VGB,2017,0383,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Maria',Affected,Virgin Island (British),VGB,Caribbean,Americas,,,,,,,,,,Kph,,,,,2017,9,20,2017,9,20,,,,,,,,,95.87816577
2017-0281-VNM,2017,0281,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Storm Talas,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Thanh Hoa, Nghe An (Hon Ngu beach, Cua Lo district), Ha Tinh, Ha Noi city (Nhà Xanh Market in Câu Giây District)",,,,,,,,95,Kph,,,01:00,,2017,7,17,2017,7,18,9,,21000,,21000,,,71000,95.87816577
2017-0352-VNM,2017,0352,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Hato',Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Lao Cai (Sa Pa district),,,,,,,,,Kph,,,,,2017,8,24,2017,8,24,1,1,,,1,,,1430000,95.87816577
2017-0406-VNM,2017,0406,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Doksuri',Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Ha Tinh, Thanh Hoa, Quang Binh, Quang Tri, Thua Thien-Hue, Hoa Binh",,,,,,,,185,Kph,,,,,2017,9,15,2017,9,16,14,112,691900,,692012,,,484000,95.87816577
2017-0492-VNM,2017,0492,Natural,Hydrological,Flood,,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Tri, Thua Thien-Hue, Da Nang, Quang Nam, Quang Ngai, Binh Dinh",Tropical depression,,,,,,,27646,Km2,11.664,108.399,,Cu De River,2017,11,19,2017,11,24,8,,41500,,41500,,,,95.87816577
2017-0394-VUT,2017,0394,Natural,Geophysical,Volcanic activity,Ash fall,,Mt Monaro,Declar,Vanuatu,VUT,Melanesia,Oceania,"Ambae, Ni-Vanuatu island",,,,,,Yes,,,,,,,,2017,9,23,2017,10,2,,,11000,,11000,,,,95.87816577
2017-0231-VUT,2017,0231,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Donna',Affected,Vanuatu,VUT,Melanesia,Oceania,"Torba, Malampa, Sanma provinces",,,,,,,,215,Kph,,,,,2017,5,7,2017,5,12,,,2564,,2564,,,,95.87816577
2017-0279-YEM,2017,0279,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Yemen,YEM,Western Asia,Asia,Sanaa,,,,,,,,,Vaccinated,,,,,2017,4,27,2017,6,3,,,,,,,,,95.87816577
2017-0555-YEM,2017,0555,Natural,Biological,Epidemic,Bacterial disease,,Diphteria,Kill,Yemen,YEM,Western Asia,Asia,Sanaa,,,,,,,,,Vaccinated,,,,,2017,10,29,2017,12,21,35,298,,,298,,,,95.87816577
2017-0365-YEM,2017,0365,Natural,Hydrological,Flood,,,,Kill,Yemen,YEM,Western Asia,Asia,"Taëz, Lahj provinces, Portions of Jibla (south of Ibb), Taizz city, Ibb city",Heavy rains,,,,,,,,Km2,,,,,2017,8,29,2017,8,30,50,8,,,8,,,,95.87816577
2017-9211-ZAF,2017,9211,Natural,Climatological,Drought,Drought,,,Declar,South Africa,ZAF,Southern Africa,Africa,"Cap town, Cap occidental, Cap oriental, North Cap.",,,,,,Yes,,,Km2,,,,,2017,5,,2018,6,,,,,,,,,1200000,95.87816577
2017-0217-ZAF,2017,0217,Natural,Hydrological,Flood,,,,Affected,South Africa,ZAF,Southern Africa,Africa,"KwaZulu-Natal, Nquthu (Umzinyathi District), Zinkwazi (Ilembe District), Mzingwenya (Uthungulu District), uMzumbe municipality, uMdoni, uMuziwabantu (Ugu)",,,,,,,,213687,Km2,-28.362,29.715,,,2017,5,14,2017,5,19,3,,200,,200,,,,95.87816577
2017-0547-ZAF,2017,0547,Natural,Climatological,Wildfire,,,Knysna fire,SigDam,South Africa,ZAF,Southern Africa,Africa,Knysna (Eden),,,,,,,,,Km2,,,,,2017,6,7,2017,6,13,9,,,5500,5500,,200000,420000,95.87816577
2017-0340-COD,2017,0340,Natural,Hydrological,Landslide,Landslide,,,Kill,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Tora (Ituri),,,,,,,,,,,,,,2017,8,16,2017,8,16,174,10,,,10,,,,95.87816577
2017-0543-COD,2017,0543,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Kinshasa,,,,,,,,,Vaccinated,,,,,2017,11,25,2018,2,13,43,1022,,,1022,,,,95.87816577
2017-0391-COD,2017,0391,Natural,Hydrological,Flood,,,,Kill,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Bihambwe, Matanda",Heavy rains,,,,,,,,Km2,,,,,2017,9,19,2017,9,20,105,,,500,500,,,,95.87816577
2017-0558-ZMB,2017,0558,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Zambia,ZMB,Eastern Africa,Africa,"Matero, Chipata, Kanyama (Lusaka",,,,,,Yes,,,Vaccinated,,,,,2017,9,28,2018,2,27,89,4371,,,4371,,,,95.87816577
2017-0297-MNE,2017,0297,Natural,Climatological,Wildfire,Forest fire,,,Declar,Montenegro,MNE,Southern Europe,Europe,"Lustica (Tivat), Kotor, Tivat, Herceg Novi",,,,,Yes,,,,Km2,,,,,2017,7,16,2017,7,18,,,200,,200,,,,95.87816577
2017-0381-MAF,2017,0381,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Irma',Affected,Saint Martin (French Part),MAF,Caribbean,Americas,,,,,,,,,,Kph,,,,,2017,9,8,2017,9,9,7,,,,,,1231200,4100000,95.87816577
2017-0381-SXM,2017,0381,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Irma',Affected,Sint Maarten (Dutch part),SXM,Caribbean,Americas,,,,,,,,,,Kph,,,,,2017,9,8,2017,9,9,4,,,11400,11400,,500000,2500000,95.87816577
2018-0227-VNM,2018,0227,Natural,Meteorological,Storm,Tropical cyclone,,Tyhoon 'Son Tinh',Kill,Viet Nam,VNM,South-Eastern Asia,Asia,Chuong My,,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2018,7,18,2018,7,22,34,,96000,,96000,,,220000,98.21999062
2018-0305-VNM,2018,0305,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Bebinca',Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An,Son La, Thanh Hóa, Yên Bái,Bac Giang provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2018,8,17,2018,8,19,13,,50000,,50000,,,2000,98.21999062
